label,text_lemmatized
2,1042.16 145242
2,очень хороший свитер понравиться
0,ужасный запах невыносимый что качество отвратительный сколько год заказывать на этот сайт первый раз к прийти такой кошмарный товар размер не точный плечо не на место ужасный заказ большой никогда не быть заказывать у этот продавец
1,прийти не что заказывать рисунок не тот надо быть с бабочка а прислать с роза если не быть с бабочка то почему продавец не связаться с
2,супер следок заказывать второй раз на российский 39 подходить хлопок
0,весь низ спина в пятно не отстирываться носить не возможный как продавец проверять товар отправлять не понятный никак на рост 165 рукав короткий 100 синтетика
2,не читать подробный описание видимо но у носочек снизу быть надпись ни на не влиять потому что на пятка смотреть вообще быть носочек прийти быстро чистый аккуратный без нитка смотреться на нога здорово за такой цена просто здоровский товар спасибо
2,отлично подойти по размер советовать
2,доставка 3 неделя
2,красивый современный юбка сшить очень аккуратно без запах супер трек отслеживаться быстрый доставка супер
1,платье немного большой или не понять цвет отличаться от фото ворота не такой большой как на картинка в общий не очень подойти
1,описание не соответствовать открыть спор деньга вернуть
0,ужасный качество ужасный продавец не вернуть деньга хоть и сказать что вернуть врун
1,очень маленький совсем для ребенок или карлик
2,хороший ночнушка но тот у размер больше 48 то лучше не заказывать
0,товар идти долго качество ужасный нитка торчать место дырка
1,в магазин не купить бы вроде совпадать смотреть и видеть тряпка
0,не понемать почему в восторг от это платье хороший фасон ночнушка
0,вцелом классный колготки только вот тот часть между чулок и верхом вообще не тянуться т быть высоко колено не натягиваться только на очень худой если
2,заказывать не первый раз по размер
2,супер только немного прозрачный
1,так но за такой деньга много и не ожидать нитка торчать размер l как на 42 наш короткий трек не отслеживаться
1,товар не прийти но деньга вернуть
1,товар не прийти но продавец вернуть весь деньга
1,качество не очень нитка торчать
1,очень маленький майка не довольный в область подмышка торчать
2,после примерка немного выше в талия чуть тянуть хотеться отдернуть вниз качество нормальный очень глубокий разрез в область декольте решать в целое не плохо
2,отличный трусик быть заказывать еще на размер 46 брать xl доставка быстрый трек отслеживаться
1,трусик сам по хороший но просить разный цвет прийти только черный цвет
2,very light and soft good for autumn fast delivery thanks
1,ткань очень тонкий и прозрачный рисунок размыть с спина вообще белый ткань как марля
2,отличный штанишки доставить за 4 день к дверь квартира 5
0,товар не прийти продавец деньга вернуть
1,размер по таблица продавец не соответствовать юбка оказаться большой размер на 2 хотя мочь на мой юбка размер не правильно пришить в любой случай нужный перешивать тонкий ткань покупать в другой магазин ткань быть плотнее не мочь советовать этот юбка
2,доставка быстрый кофта хороший качество без затяжка и дырка спасибо
1,юбка прийти в спб за 12 день материал плотный качественный тянуться претензия нет а вот размер на от 72 и об 92 заказать l получить сильно обтягивать посадка разрез расходиться на 45 градус и обратно не сходиться очень некомфортный хотя по размерный сетка подходить скорый из-за очень большой плотность материал не знать быть ли носить
0,на рост 165 длина до щиколодка не доходить качество синтетик отвратный поставить 2 за быстрый доставка
0,товар так и не дождаться 4 месяц ждать деньга вернуть
2,узковаты но не страшный растянуться
0,отвратительный не заказывать ткань ужасный пошить очень плохо не советовать
1,немного не соответствовать описание а так дома ходить пойти
2,очень качественный и стильный вещь
2,платье супер на свой 42 взять м подойти отличный спасибо доставка быстрый
1,пуховик вполне хороший за такой деньга цвет скорый красный чем оранжевый с размер не угадать на параметр 87-80-106 большой в грудь но тут сам виноватый перестраховаться на рост 172 см длина по колено рукав не короткий плохо что без трикотажный манжета быть задувать мех не такой шикарный как на фото на сколько градус рассчитать пока не знать в любой случай прийтись носить на толстый свитер с продавец не общаться трек отслеживать
0,качество так ризинка не удобный сидеть тоже не очень
2,за 3.5 неделя в ярославский обл сшить качественно продавец рекомендовать
1,рукавчик очень узкий хотя платье сам в самый раз
0,выглядеть не так как на картинка в описание написать для осень но товар прийти прозрачный тонкий не плотный плохой соотношение цена и качество смотреться дешево
2,отличный шорты 12 день до екатеринбург на 42 размер заказать м подойти идеально заказать весь цвет не пожалеть ткань не хб
1,носок хороший качество приятный к тело однако заказ прийтись ждать долго продавец указать неверный трек номер а потом ситуация не исправить кроме еще один носок от потеряться очень жаль потому что очень ждать большой заказывать у не быть
1,маломерить
1,куртка выглядеть как на фото тонкий для наш зима в минус 15 с шерстяной кофта зябкий в особенно когда мало двигаешься например за ребенок когда наблюдать шов плохой нитка торчать прийтись дошивать несколько шов чтобы не расползаться замок очень хлипкий если замок вверх расстегнуть потом сложный вернуть на место а расстегивать надо иначе идти не совсем удобный широко не шагнуть в случай ткань мяться резинка не рабочий на капюшон в шея широко даже ветер задувать капюшон объемный норма манжета норма карман на магнит норма в целое с весь недочет троечка на ог 92 о 98 заказать хл свободненький не в притык то что надо и кофта одеть можно и не стеснять движение в плечо-рука на рост 162 длинный ниже колено сантиметр на 15-20
1,ж первый мой заказ одежда с али и огорчить толстовка не понравиться на мой 46-48 заказать xl и толстовка оказаться короткий в не комфортный приходиться постоянно отдергивать рукав и низ еще один минус ткань просвечиваться в общий не такой плотный как на картинка доставка 2 неделя трэк отслеживаться
0,товар не получить открыть спор ждать возврат средство
2,отличный заказывать не пожалеть
2,хорошо подойти качество хорошое размер тоже мой очень рад
0,сам модель хороший только прошить криво шов косой мочь пришить так что нижний ткань торчать перед монжет
1,рубашка оказаться не по размер хотя заказывать правильный
1,не соответствовать первоначальный фотография
1,разница в расцветка на один рукав нет прорезь под пуговица ткань мягкий фасон интересный размер соответствовать
0,майк так и не прийти продавец не вернуть деньга не советовать
1,размер м не совпадать с размерный сеткой-больше идти на s на бирка написать рост 165/84 а по итогу-талия под грудь хотя у рост 165-талия -67 см и не смочь застегнуть молния до конец
2,супер быстрый доставка огромный спасибо продавец очень рад
0,блузка не стоить свой деньга красный цена 300 руб полупрозрачный не понавиться
1,кофта приятный мягкий но цвет жуткий г и пошив так внутри шов килограммовый
0,заказывать второй раз и не ожидать что прийти с брак просить выслать точно такой же без брак
1,очень ждать этот свитер заказывать два разный цвет но покупка остаться не довольный очень долгий отправка а соответственно и долгий доставка сам свитер очень плохой качество везде торчать нитка свитер должный быть быть один размер но один оказаться на пара размер больше
1,платье понравиться но на один плечо растянутый ткань топорщиться не красиво как в носок после стирка еще не знать
2,свитер классный но цвет бледноватый как выгореть очень мягкий и приятный к тело
0,заказ так и не прийти товар в путь потеряться в итог открыть спор на продавец попросить подождать еще хотя уже пройти 3 мес с момент отправка отказаться ждать площадка али подключиться и вернуть деньга
1,на рост 162 см заказать размер s мой размер леггинс коротковатый
2,жилет хороший капюшон отстегиваться на змейка но все же маловатый 3 хл впритык на 48-50 р
0,товар не прийти по отслеживание затеряться где в латвия просить продавец продлить срок защита в ответ тишина возбудить спор предложить подождать 10 день ждать заказ обозначить как завершить но в описание вестись спор вот не знать получить ли деньга
1,заказ не прийти 3 июнь продавец тип отправить далекий не срастись и товар уйти обратно в итог покормить обещание опять должный быть отправить в конец июль ждать до последний в итог открыть спор и вернуть деньга 5 сентябрь получить возврат спасибо на
0,товар прийти весь в дыра на видный место носить невозможный спор закрыть в мой польза однако деньга так и не вернуть странный что покупатель здесь никак не защитить чувствовать что обмануть короткий плохой товар и непорядочный продавец
2,доставка быстрый блузка прийти за 10 день до мо качество хороший нитка не торчать прошить качественно на 44 размер заказать l блузка очень довольный быть еще заказывать
1,даже на 42-44 кофта очень маленький
0,качество плохой иметь запах уйти после стирка ткань очень тонкий блекло выцвевший черный будто уже стирать сотня раз и носить пара год выгорать на солнце жестковатая как заносить одевать вобще не удобный молния слегка расстегиваться и влезть через горло нога и жопа ахи гипер проблематичный а снизу не расстегиваться вобще не удобный и в туалет сходить в тоже еле снять ее рукав одевать тоже геморно этот деньга не стоить вобщий
2,куртка качество на размер м как раз до -10 с теплый кофточка но не большой
1,xl на от 80 о 100 велико таблица видать не соответствовать на рост 164 ниже колено выглядеть не особо разумный свободно в объем талия примерно на 5 см дойти быстро около полтора месяц качество хороший твердый материал
0,прийти быстро но качество отвратительный буквально на второй день носка начало пушиться и покрываться катышек
0,очень очень плохой товар очень долго идти в итог вместо блузка отправить резинка и открытка открыть спор но деньга так и не вернуть закрыть спор 10 балл хуже магазин на али не видеть еще
0,хуже товар чем у этот продавец ч не заказывать отвратительный
1,качество ужасный маломерить прийти быстро
0,качество не что обещать размер тоже сильно маломерить никогда не быть большой брать в этот магазин не советовать
1,не соответствовать картинка
2,лифчик супер в комфортный по размер подойти соответствовать продавец общительный доставка 3 -4 неделя
1,в принцип неплохой кофточка для толстовка тонковатый расстроить что линия срез подол не построчили торчать нитка поэтому требовать дополнительный затрата в ателье а в остальной понравиться быть носить и радоваться
1,крой неплохой ткань тоже рукав короче описание на 4 см использовать невозможный прийтись отдать
1,китай быть китай
1,"к качество претензия нет сшить отличный но на тело смотреться ужасно не понятный по какой лекало и на какой ростовка сшить рост наверное должный быть не больше 1,60 должный быть полный отсутствие грудь на рост 1,70 и объем грудь 90 совершенно не подходить"
2,спасибо очень понравиться футболка и за маленький подарочек
1,доставка ужасно долгий заказывать 11.11.17 прийти 17.01.18 качество хороший тянуться хорошо пуговица болтаться мой третий джинсы из этот магазин черный хуже качество и в размер меньше хотя размер у весь джинс один
2,прекрасный платье за свой цена на рост 168 и 44 р-о м-ка село идеальный длина оказаться до пол из минус синтетический ткань юбка при активный танец начинать электризоваться
0,жаль заказ так и не прийти ждать возврат деньга
0,прийти с деффект на рукав смотреть 20 зацепка очень жаль что так хотя качество хороший
2,хороший лосина
0,товар застрять в внуково видимо каряво написать адрес деньга не вернуть
0,товар не прийти не отвечать на сообщение не рекомендовать
1,только начнушка прийти думать с халат быть
2,хороший только продавец долго отправлять на рост 168 ог 90 от 70 о 98 отличный рукав не короткий хлопок чувствоваться
2,товар довольный соответствовать описание на ог 87 от 65 взять размер l с размер угадать правда оказаться короче чем думать но равный очень понравиться рекомендовать
2,товар по размер и цвет соответствовать заявить обязательство
1,брать ххл на 48 впритык еле застегивается быть аккуратный с выбор размер грудь 100 живот 98 попа 100 если нет животик застегнуться продавец советовать хл взять большой и маленький продавец отказываться вернуть деньга вмешаться али деньга вернуть не соответствовать размерный сетка цвет красивый красно-малиновый пальто тонкий не теплый ткань скататься быстро на сезон если деньга не жалко пойти симпатичный мочь и похудеть когда нибыть
0,рубашка не понравиться шов торчать в плечо больший в рукав маленький
1,чашка очень мятый липкий слой жидкий и тянуться за палец при прикасание не рекомендовать потому что один раз одеть а потом этот липкий слой с грудь быть снимать
1,товар не подходить по описание и по фотография в описание руководитель маленький в плечо жмет на мой рост 159 мало но носить можно но надо немного вес сбросить
1,не кожзам тряпка с пропитка смотреться дешево не рекомендовать
2,нет слово идеально сесть отлично тянуться
0,выглядеть далеко не как на фото плохой качество
2,очень хороший пальто на 42 рус взять м посадка свободный но в рукав впритык и по полнота и по длина мой рост 165 выше рукав мочь быть коротковатый
2,на ог 92 см от 75 см сесть хорошо заказывать этот водолазка не в первый раз качество довольный
2,шуба бомбический космос брать на 42-44 р-р м в грудь на 90 см застегиваться с натяжка подклад качественный не пахнуть на погода до -5 наверно или на машина до тц доехать вообщем за этот деньга товар очень довольный прийти за 4 неделя идти в тверь через екатеренбург почему
2,стильный очки хороший качество но быть недостаток крепление на нос установить криво на фото видно минус 1 звезда
1,материал приятный к тело на 44 размер подойти качество пошив хороший на первый взгляд сильный ляп не найти но заказ идти 2 месяц и трек не отслеживаться да и продавец долго не отправлять товар из за оценка ставить средний
0,заказывать ранее качество быть хороший в этот раз кофта прийти без ухо и с плохо приклеить хвост
2,all is great
2,замечательный рубашка качество 5
2,рубашка хороший но маломерит прийтись отдать дочь доставка быстрый продавец большой спасибо
1,торчать нитка и размер не подойти большевата
1,прийти с брак продавец обещать сделать скидка на следующий заказ
1,на российский 48 размер хл хорошо только очень короткий при мой рост 173 пятый точка чуть прикрывать ткань приятный но тонкий охоть поплотнее
0,майк заказывать в июль так и не получить деньга вернуть спор решить алиэкспресс жаль что майка так и не прийти
2,пижама супер нитка не торчать запах после стирка исчезнуть на свой 42 размер заказать l надо трек отслеживаться
2,очень мягкий не маловерии
2,отличный качество платье и супер быстрый доставка
2,пуховик хороший уютный xl на 46 размер подойти не впритык в 5 не холодный далекий видно быть поздний прислать фото
1,ткань- синтетика голый сшить хорошо жаль что маленький
0,товар не получить по вина почта россия продавец до последний не хотеть возвращать деньга впервые столкнуться с подобный не очень приятный быть
1,на пижама похожий
2,посылка не прийти продавец несколько раз по мой просьба продливать защита но увы так и не дождаться деньга вернуть за 5 звезда
0,товар не прийти открыть спор продавец очень просить закрыть спор и немного подождать деньга так и не вернуть заказ не отслеживаться не рекомендовать
0,товар так и не прийти деньга вернуть через арбитраж
1,качество пошив хороший и материал и цвет как на фото но фасон рассчитать на беременный девочка по бедро и длина размер подойти идеально в район живот огромный пузырь носить невозможный
1,заказать m попросить обменять на s продавец ответить что нет проблема но в итог прийти м и чуть великоватый обидный лучше б тогда вообще не отвечать
2,спасибо
2,качество хороший правда начитавшись отзыв взять размер м думаю s быть бы куда лучше рубашка очень свободный мой параметр 82/64/88 идти чуть меньше месяц
2,в целое приличный ткань тонковатый немного просвечивать по размер рекомендовать
1,ожидать немного другой качество откровенный синтетика за этот деньга можно найти и лучше
1,размер хххха l маленький чем ожидаться
2,пуховик хороший тонковатый но в тепло на рост 170 безусловно надо брать xl иначе быть короткий рукав
2,штаны замечательный теплый и комфортный на об 110 и рост 172 см размер 5 xl подойти идеально нигде не жать по длина тоже как надо доставка быстрый спасибо
2,отличный быстрый доставка размер не маломерить
0,заказывать размер 7 х l не подойти по размер сильно мало предварительно списываться с продавец и указать свой размер но облегчить шубка сильно маленький примерно на 4 размер по таблица мой размер 7 х l получаться не соответствовать с действительный очень расстроить свой параметр снимать не сам а сходить в ателье профессиональный портниха снять с померить шубка сантиметр а совсем маленький качество мех не очень хороший сильно сыпаться строчка ровный доставка быстро 14 день трек отслеживаться мой параметр ог-120 от-124
1,качество ожидать другой пошить хорошо а вот ткань не понравиться продавец спасибо
0,качество отличный хороший не ожидать прийти так быстро и по размер совпасть но быть один гигантский но при стирка линять
1,цвет не соответствовать фото вместо бордо полувера цвет фуксия
2,замечательный вещь теплый мягкий красивый удобный очень нравиться подойти по размер на 50-52
2,хороший носочек на мой 39 й как раз не знать насколько хорошо быть держать силикон после носка рассказать
1,ткань очень тонкий весь просвечивается не уверить что долго прослужить штаны маленький резинка давить на живот и чтобы заменить надо вскрывать шов одежда ноша размер s или м пижама закал l верх подойти только только а вот штаны
2,супер быстрый доставка
1,бестолковый покупка продавец в размер m-l-xl увеличивать грудь и талия не влезть плечо куцо
2,хорошенький прийти быстро
2,сказать что довольный не сказать xl на 50 размер отлично от 79 об 113 нежный кружево мягко обнимать не врезаться в бок смотреться отлично перед сделать в два слой шелковистый трикотаж хорошо тянуться сзади кружево слегка с отлив но не портить вид очень мягкий быть ниточка но за этот цена приемлемый для продавец спасибо однозначно рекомендовать к покупка заказывать двое трус трек отслеживаться доставка до мо 4 неделя
2,на 42 взять м как на фото хорошо выглядеть качество достойный
1,ужас какой-то продавец отправить заказ не по тот адрес верный склеить номер дом и квартира из-за по жарища прийтись тащиться на другой конец город в другой отделение на любимый почта россия конечно же не додуматься посмотреть на указать индекс почтовый отделение на отправление и перезвонить заметить неточность о тунике-приятный тонкий ткань но коротковата р-р 55-3 хл отлично хороший вещь за свой деньга но инцидент с адрес испортить весь впечатление до весь посылка приходить куда положить
0,очень тонкий по весь пуховик торчать перо из-за что ткань матовый выглядеть серый а не черный размер м на 44-46 открыть спор из-за качество деньга не вернуть единственный плюс быстрый доставка и общительный продавец
2,хороший брюки по размер удобный правда идти долго и нитка внутри не что торчать а даже перепутать быть
2,для по длина это не платье к сожаление носить как пиджак
1,заказ прийти быстро несоответствие размер в остальной претензия нет
1,фото выглядеть намного привлекательнее
2,на 42 российский-отлично l м брать дочка подойти на 158 стройный девочка очень быстро прийти заказ спасибо
1,рубашка прийти спасибо но рукав вороток носить как 3/4
0,качество ужасный а именно кофта прийти грязный полоска потертые синтетика
1,в целое стоить свой деньга сказываться на материал синтетика но более менее приятный однако не понятный как быть в носок плюс надпись не на уровень грудь как на фото а высоко фотография уже выкладывать так вот так и быть почти у ворот
1,не понравиться
0,заказать для дочь оказаться большой но не беда беда в другой до заказ уточнить у продавец соответствовать ли описание ответить что да цвет вообще не красивый бледный как будто выцвести да и верх не схожий с что на картинка ткань не понравиться полный разочарование один утешать что покупать по 300 р
0,товар не прийти продавец отказаться вернуть деньга хорошо что алиэкспресс вернуть деньга
1,доставка очень быстрый 2 неделя в ло но свитер разочаровать на картинка выглядеть гораздо лучше чем быть на сам дело ворота кривая сам широкий и коротковатый на рост 168
1,плохой
1,очень маломерит на 44 размер l маленький
1,товар качественный но идти очень долго майка быть сложный как в з днице выглядеть растянутой немного будто уже носить боковой шов перекрутить как бывать когда уже застирывать майка цвет очень яркий на рост 170 ог 83 от 70 подойти хорошо ткань хороший хб но сшить поверх обрезок прийти весь в мелкий сор конечно понимать товар всего 176 рубль но приходить футболка с али за 171 рубль в отличный состояние и знать и спрашивать откуда и сколько футболка стоить быть в шок так что считать продавец не должный так поступать не рекомендовать быть носить дома
1,сидеть не очень хорошо на своеобразный фигура с большой попа и отсутствие живот
1,юбка оказаться маленький на бедро 90 размер м не подойти очень не понравиться что низ и разрез не подшить низ к же обрезать не ровно вид такой что изделие не доделать
0,заказать 6.06 отслеживаться до прилет в россия куда заказ деться непонятный открывать спор деньга не вернуть сегодня 14.09 на почта ходить посылка нет заказывать здесь не первый раз первый раз прийти в предел разумный а вот второй заказ прийти через три месяц а третий так думать уже не ждать продавец точный информация не давать где находиться товар только просить подождать и посылка прийти но ждать настое уже
0,ужасный продавец товар не подходить плюс растянуть сверху деньга не вернуть только пытаться прикрыть свой жопа
1,заказывать размер xl а футболка оказаться очень маленький на 42-44 размер
2,очень теплый мягкий достаака 3 неделя до рб
2,жилет хороший качество без брак удлиненный в фирменный упаковка заказать xl на размер 44-46
2,брать в подарок дочь по качество никакой претензия сшить аккуратно рабочий фурнитура хороший ткань смотреться отлично по размерный сетка не подсказать пока не мерить полный отслеживание до почтовый отделение быстрый доставка
0,больший в талия еще и в бедро полнит очень расстроиться
0,заказать два футболка размер l носить 44 размер серый футболка где-то на 42-44 не критично влезть а черный вообще на ребенок разница в объем между футболка 4 см открыть спор спасибо алиэкспресс спор закрыть деньга вернуть через 2 день продавец предлагать выслать другой но доставка долгий больше месяц лето заканчиваться
2,качество хороший заказать l на свой 46-48 надо заказывать на размер больше а так отличный
0,такой больший сумма за такой говно размер l на 12 см большой в талия и до безобразие не прилегать ни к низ живот ни к талия а в бедро настолько тугой что ходить невозможный не чтобы сесть разрезать подклад сзади но не помочь цвет слоновый кость а заказывать принципиально белый и материал дешовый прозрачный синтетика дерьмо и доставка очень долгий
2,длинный юбка выглядеть отлично шерсть и шуршать плотный подъюбник из такой иногда верхний слой куртка умудряться шить никакой дефект не найти пояс сзади на хороший резинка тугой впереди два кармашек цвет совпадать с картинка длина отличный на 173 см рост мама ее параметр указать чуть выше лодыжка бы с мой 163 см подметать бы ступенька и бордюр о эксплуатация и стирка после проведение испытание купить за 2000 с небольшой доставка месяц от оплата до получение на почта московский область половина срок территория рф с таможня и медленный почта упаковать в пакет и огромный пакет последний закрыть быть странно вещь свободно можно быть достать не нарушать упаковка
0,очень долго идти и размер не подойти аказывать на 48 русский прийти 42
0,очень не небрежно сшить по шов дырка и по шов на ворот не обметать вообщий так халтура в целое материя и фасон приятный тело
1,"ждать 2,5 месяц посылка так и не прийти трек не отслеживаться с первый день открыть спор вернуть деньга"
1,доставка очень быстрый ткань колючий к тело не очень приятный блестка немного осыпаться
0,товар быть отправить на неправильный адрес по место назначение так и не прибыть
1,странный рубашка брать l- маленький в грудь взять xl- большой везде катышек после 2 ой стирка
0,качество плохой как видно на фото карман порвать всякий нитка торчать весь помято пахнуть отвратительный
1,кривой пошив а так на рост 150 см длина отлично
1,не совсем как на картинка
0,"заказ идти долго 3,5 неделя размер не соответствовать заказать xxl начитавшись отзыв думать быть даже свободно но оказаться печалька размер на 12 летний девочка мак 42 лосина не соответствовать описание и качество девчонка даже не кожа полный отстой и свой деньга не стоить даже не отдать"
2,обычный свитерок немного маломерить цвет ярче чем на фото
2,куртка доставить очень быстро качество хороший нитка не торчать запах нет на свой размер 42-44 ноша s заказать м но немного большой в следующий раз заказать s продавец спасибо
2,хороший топ но жаль с размер прогадать
1,delivery took forever and the color is different from the picture
